ID_person,ID,Model,Power,Price
8645,12118,BMW,315.0,3218409
13069,4917,BMW,258.0,3772313
4373,12908,Toyota,73.0,3896564
1795,6619,Ford,458.0,3072462
2555,2193,Daewoo,328.0,3479208
6681,1165,KIA,297.0,3522117
3043,757,Audi,373.0,2352327
3043,5577,LADA,248.0,2714149
14366,9526,BMW,85.0,3009409
5627,2756,Infiniti,239.0,2270464
5627,9237,Infiniti,296.0,2085763
10272,5768,Subaru,271.0,1322533
11161,834,Subaru,290.0,2694348
334,10514,BMW,272.0,3844800
5691,10368,Mercedez-Benz,92.0,1975712
14261,1212,KIA,213.0,3813014
19848,2612,Ford,321.0,2895563
5409,2070,Ford,303.0,3565404
5409,13277,BMW,359.0,1626119
5409,13671,LADA,238.0,3787157
5417,5147,Subaru,272.0,516192
5417,7401,Subaru,116.0,1654491
11987,14886,Ford,348.0,2266592
18086,7896,Toyota,139.0,3772547
5467,7753,KIA,204.0,3701047
385,10487,Audi,345.0,2467548
11981,9118,Toyota,305.0,882393
5519,785,Mercedez-Benz,153.0,2796969
5519,2181,Toyota,157.0,3257425
19931,12824,Mercedez-Benz,409.0,673293
14476,6625,LADA,160.0,1497053
14476,12735,Toyota,254.0,728407
5963,2547,Ford,444.0,1080738
5963,11174,Ford,136.0,2765259
14768,5780,Audi,172.0,2642517
17885,3725,LADA,431.0,1003904
5987,5651,Infiniti,393.0,691609
5987,11768,Audi,350.0,3326784
14759,9206,Audi,340.0,3545802
2,4344,Infiniti,191.0,1092819
2,6638,Ford,365.0,1679336
203,158,Mercedez-Benz,113.0,3538290
6397,14537,Nissan,475.0,2248927
5784,11322,Audi,381.0,2612344
19953,2117,LADA,248.0,1294371
19304,4253,Ford,150.0,2098357
11847,2787,BMW,151.0,1742969
18111,1930,Toyota,149.0,3609920
18111,2502,Audi,284.0,2888546
18111,8281,Toyota,318.0,3229244
6285,3373,Nissan,199.0,608477
5881,14350,KIA,438.0,1577002
5459,1516,Infiniti,254.0,1269774
5459,8868,KIA,99.0,1276989
7472,1756,LADA,233.0,2221871
7472,13644,KIA,98.0,3095665
7470,6846,Infiniti,187.0,1867665
7470,8831,Nissan,94.0,3971846
643,541,Subaru,431.0,3969313
2338,9487,Subaru,408.0,1158273
2635,341,BMW,363.0,2815103
2635,4105,BMW,350.0,2519243
13953,2240,Mercedez-Benz,93.0,3369296
13953,3917,Infiniti,166.0,2605924
2345,362,LADA,411.0,2714781
2345,10225,Mercedez-Benz,190.0,2972985
7185,11353,Toyota,80.0,2517222
7185,13632,Subaru,71.0,2705442
3330,2980,Mercedez-Benz,454.0,2918063
11451,3837,KIA,115.0,1171968
11813,6323,Infiniti,329.0,2105174
11813,14982,Toyota,444.0,791978
10653,6329,LADA,259.0,1627306
15092,2178,BMW,478.0,3967895
15092,6551,Infiniti,156.0,547941
18268,8502,Nissan,149.0,1475571
18268,11165,KIA,430.0,2304280
4962,12992,Audi,70.0,3385885
18759,1855,Nissan,430.0,3479101
18759,10812,Toyota,299.0,3189945
13755,6240,Ford,389.0,3885524
13755,14774,Ford,249.0,2684245
11815,833,Ford,436.0,578600
11815,13993,Ford,110.0,946686
17349,1547,KIA,439.0,3061183
3018,393,Toyota,465.0,363470
3018,3543,Infiniti,460.0,3079462
13982,1862,LADA,219.0,230134
13982,4423,Infiniti,376.0,1396192
13982,7973,BMW,320.0,2508479
14060,10601,Subaru,338.0,2890107
5267,9023,Infiniti,369.0,2643899
14080,3632,BMW,73.0,2747080
7081,9781,Subaru,180.0,3908524
14094,7733,BMW,264.0,3061253
10132,5361,Ford,297.0,2944562
10137,8129,Subaru,318.0,2296065
10137,11807,Audi,314.0,2513664
3388,4973,KIA,427.0,3005158
3388,8040,Ford,421.0,2496265
10383,1372,Ford,130.0,1017599
15649,568,Subaru,191.0,2123453
15587,10014,KIA,400.0,3252802
3229,8666,Subaru,89.0,2274255
9768,868,Toyota,128.0,2935227
9768,8625,Infiniti,264.0,1370850
3582,1677,Mercedez-Benz,341.0,3091306
3582,10182,Audi,233.0,1718759
9458,2596,BMW,182.0,1702401
9458,10929,Nissan,257.0,1933306
9495,255,BMW,343.0,1662808
9495,8787,Mercedez-Benz,97.0,3317606
9681,1701,KIA,149.0,2011364
9681,4291,Daewoo,198.0,2822535
9681,13257,BMW,304.0,3896614
12266,302,Daewoo,372.0,3477809
1965,7326,Daewoo,412.0,1284125
19360,11454,LADA,210.0,3756877
9592,6971,BMW,406.0,864502
18691,4517,KIA,318.0,3402563
18691,10809,KIA,164.0,3078098
18691,12207,LADA,93.0,3612628
19435,3340,Audi,321.0,1249099
16603,12791,Ford,133.0,844376
11948,4823,Daewoo,486.0,1131932
15624,4882,Nissan,357.0,989939
12387,7750,Subaru,106.0,3178515
16410,11932,Daewoo,206.0,3325770
9866,6928,Daewoo,355.0,2721720
18644,3075,LADA,180.0,2599290
9716,866,KIA,483.0,688766
9716,4606,Mercedez-Benz,339.0,2981962
19396,616,Infiniti,310.0,1265074
3125,3883,Ford,81.0,490578
3125,5119,Nissan,97.0,307151
15660,12344,Infiniti,288.0,3655543
10006,1317,Audi,121.0,3943725
10012,4838,KIA,420.0,636667
1726,7686,Ford,422.0,426262
1726,9584,Infiniti,72.0,668911
1726,13290,Infiniti,167.0,3559566
12362,13270,Nissan,294.0,3271971
10019,9680,Infiniti,401.0,1314556
19312,600,KIA,337.0,2588645
11279,7570,Ford,284.0,3331596
11279,13082,Audi,332.0,2235857
7198,5458,Subaru,100.0,988287
19816,9332,Audi,182.0,2234963
18133,4441,LADA,489.0,1499631
18133,8191,Toyota,473.0,2464774
7010,9065,Toyota,390.0,3149924
5333,5637,Toyota,373.0,3398912
14092,1529,Toyota,435.0,1985505
18120,5861,Mercedez-Benz,440.0,2600621
18120,10774,Mercedez-Benz,76.0,1854982
17576,6167,Nissan,444.0,3897351
6919,12898,Toyota,394.0,3636560
14968,12240,LADA,423.0,1805989
13935,562,Mercedez-Benz,205.0,2010492
13935,13839,Infiniti,272.0,2033150
4938,926,Nissan,482.0,942937
7645,11655,Daewoo,259.0,2321088
17347,2142,Daewoo,148.0,405956
18246,6679,Ford,135.0,3736549
18246,9695,Subaru,169.0,3088146
18221,13375,Audi,451.0,1311849
18208,2650,BMW,360.0,491221
15045,3338,Subaru,372.0,3914826
15045,4125,Audi,121.0,3564101
15045,13011,Toyota,135.0,209004
19796,4658,Mercedez-Benz,237.0,1518151
13932,4071,Infiniti,476.0,2679508
14170,4678,Infiniti,257.0,2515698
5439,650,Ford,215.0,1512342
5439,7112,Toyota,498.0,1684249
5439,12258,Infiniti,96.0,2959121
17804,13315,KIA,157.0,2470811
14575,4762,Infiniti,256.0,1664280
5898,7084,Toyota,490.0,3613412
17928,1580,Nissan,155.0,2434843
17869,8684,Mercedez-Benz,90.0,408324
17914,7148,Infiniti,102.0,3480028
17914,10598,BMW,483.0,1513138
17913,9504,Nissan,214.0,1822530
14830,235,BMW,326.0,2151508
14299,9375,KIA,287.0,513562
14299,13190,Nissan,141.0,2531687
14299,14864,KIA,328.0,1601351
317,3164,Ford,431.0,3315542
7707,1633,Mercedez-Benz,181.0,3901329
6661,8725,Infiniti,448.0,3491908
14894,12159,Toyota,247.0,2677091
252,4115,BMW,485.0,1400800
18014,11530,LADA,100.0,2648649
14410,12030,Nissan,106.0,3575605
3848,7387,Ford,125.0,3858344
7753,9031,Daewoo,215.0,3839333
7753,13169,LADA,307.0,1456075
8980,2574,LADA,206.0,2182442
8980,6729,LADA,478.0,1637155
12840,485,KIA,303.0,996798
12861,3473,Audi,233.0,3592058
12861,8190,Nissan,454.0,2236915
12861,13646,KIA,241.0,1291940
15435,10609,Infiniti,326.0,2518473
8842,4737,Mercedez-Benz,293.0,1282915
19566,1710,Ford,81.0,524363
8742,12486,LADA,76.0,3460525
12977,8321,Ford,462.0,2396496
12996,6335,Mercedez-Benz,472.0,2294082
12996,13294,Ford,118.0,3439730
8671,6209,Daewoo,108.0,3488613
8671,13934,Subaru,93.0,1589499
16829,7519,Toyota,142.0,3125263
9289,3689,Infiniti,388.0,2356663
1472,2085,Ford,474.0,314180
1472,8677,Audi,87.0,2401751
1472,8738,Audi,361.0,1538344
18568,8127,LADA,372.0,2917423
9175,3539,Toyota,91.0,2897560
9175,8866,Toyota,425.0,2384858
15503,5862,Infiniti,313.0,1384933
15503,11923,Toyota,130.0,2069338
16787,5758,Nissan,188.0,2877571
19504,9266,Toyota,224.0,1229103
9109,7977,Subaru,135.0,339120
9107,4274,Ford,348.0,1552152
4703,7673,Ford,134.0,2694494
15196,2828,KIA,206.0,1023213
4777,6865,Infiniti,457.0,1397148
4777,13881,Audi,354.0,851460
18330,10036,BMW,79.0,304334
8588,5210,Toyota,480.0,2271907
8588,9411,BMW,275.0,781783
8576,10607,Nissan,240.0,1619622
15349,1022,Subaru,449.0,3034298
15349,12081,Subaru,375.0,1662020
819,5515,Nissan,196.0,3177355
4539,8900,Daewoo,393.0,1414159
4539,12278,Nissan,273.0,3801518
4539,13915,KIA,121.0,1413258
17073,4720,LADA,487.0,1966983
13267,10646,Mercedez-Benz,343.0,629866
17094,4415,BMW,483.0,2087814
17094,13340,Mercedez-Benz,363.0,2776533
15260,3221,BMW,200.0,377516
15260,6598,Toyota,266.0,1010143
15260,13234,BMW,489.0,2270855
19292,2213,BMW,127.0,3449048
11318,6349,Nissan,493.0,3744529
11318,7799,Mercedez-Benz,271.0,1179285
2451,6397,Infiniti,410.0,1855595
11521,2806,Mercedez-Benz,218.0,2049380
11521,9878,Daewoo,310.0,2886003
2143,1131,Nissan,310.0,3566049
3012,13777,Daewoo,494.0,3717558
11753,11800,Nissan,269.0,691051
16192,2031,Infiniti,330.0,1013209
16192,4956,Toyota,186.0,3674742
16070,4418,Daewoo,311.0,751788
16070,10854,Toyota,435.0,2012442
2114,2769,BMW,114.0,1192621
19255,8821,Nissan,110.0,2296016
2299,4481,Audi,385.0,1931560
11730,14202,BMW,319.0,472334
18954,2741,Nissan,457.0,1838490
18954,2889,Nissan,478.0,1193646
19161,4553,Audi,195.0,924997
2735,10775,Audi,100.0,2480175
11580,5874,Infiniti,73.0,2085383
11677,3516,Nissan,71.0,1398887
16020,11081,Subaru,82.0,652773
16020,14015,KIA,146.0,2204861
11043,8526,KIA,128.0,3050058
10987,6959,Toyota,358.0,866492
10976,11237,Mercedez-Benz,201.0,2273890
10976,12775,Ford,488.0,293439
11613,2014,Nissan,474.0,1610784
16269,5284,Mercedez-Benz,304.0,495227
11466,14812,Mercedez-Benz,304.0,319859
19154,97,Subaru,278.0,2674954
2307,3701,LADA,186.0,3572713
1833,5191,Mercedez-Benz,302.0,972341
12475,845,Mercedez-Benz,171.0,3202357
12475,1237,Mercedez-Benz,456.0,3306928
6522,9947,Toyota,161.0,1165527
1896,1546,Toyota,80.0,1408727
10004,2384,Audi,420.0,1780241
10004,5831,Daewoo,490.0,866539
1257,6048,Mercedez-Benz,494.0,1119555
1257,8020,Audi,371.0,3530637
13547,1113,Subaru,413.0,2571943
713,12924,LADA,361.0,2343662
713,13106,Ford,227.0,317619
19046,12332,LADA,259.0,3018349
1265,10520,KIA,268.0,2935976
14661,13689,Infiniti,373.0,1190581
1296,529,LADA,198.0,1986900
4196,632,BMW,183.0,434203
4196,12804,Daewoo,346.0,1772156
6130,14670,Infiniti,398.0,1619545
13670,11641,KIA,477.0,1784161
13670,12250,BMW,97.0,520581
3335,3946,Nissan,358.0,3854884
3335,14950,Toyota,460.0,505075
7723,13100,Audi,472.0,652673
7723,14336,BMW,193.0,644835
3300,9352,KIA,128.0,3412955
3299,11085,KIA,404.0,1987261
3299,12035,LADA,144.0,1430791
19756,7139,Infiniti,191.0,388934
5510,7597,Audi,384.0,2193678
5510,7997,Daewoo,78.0,2700276
6478,8578,KIA,299.0,3470675
3343,3029,Infiniti,366.0,1370531
123,3442,BMW,299.0,1477721
15871,12520,LADA,452.0,3980644
17667,629,LADA,435.0,1425185
17667,9207,LADA,430.0,2803204
17667,10687,Daewoo,244.0,2104824
17667,13718,Toyota,113.0,2994931
19270,6369,KIA,167.0,1346343
13660,10083,Mercedez-Benz,464.0,624911
5367,5924,Mercedez-Benz,247.0,734940
1021,14620,Subaru,369.0,2730535
9868,9954,Infiniti,362.0,1643868
2540,895,Mercedez-Benz,430.0,353005
15259,6988,Audi,126.0,3947220
15259,9198,Toyota,241.0,1682479
6603,4712,LADA,312.0,3336176
5596,4767,KIA,477.0,2802573
4459,4347,Ford,487.0,2977023
4459,5013,Infiniti,472.0,2503972
18420,7377,Infiniti,73.0,1964302
18420,12132,Toyota,79.0,2374829
8228,6222,Subaru,231.0,3845651
19906,11640,Mercedez-Benz,190.0,3167471
4549,5573,Infiniti,234.0,1629908
4549,12150,Daewoo,393.0,745785
10848,4301,Subaru,348.0,608939
4564,1810,Subaru,395.0,988894
14359,13709,KIA,212.0,3440131
14359,14746,Ford,152.0,1362565
11156,14971,LADA,403.0,3171495
15999,8602,Mercedez-Benz,238.0,1159557
18932,6332,Daewoo,286.0,602051
18932,9694,Mercedez-Benz,432.0,2483109
18932,14811,Subaru,293.0,3818769
4368,12492,Toyota,192.0,2488840
2123,4221,Nissan,405.0,565463
2123,8717,Infiniti,196.0,2306423
17845,6926,Infiniti,475.0,3037231
9701,6997,BMW,352.0,1945049
9701,13842,Nissan,130.0,273642
6812,14548,Nissan,442.0,3743613
6278,7605,Daewoo,495.0,1986746
15393,14807,Mercedez-Benz,355.0,1681769
6543,11843,KIA,411.0,3201375
18927,440,BMW,339.0,3044149
19611,6277,KIA,324.0,2807445
8174,5477,Audi,360.0,1557748
11559,7118,KIA,214.0,406141
11559,13088,Ford,173.0,2761712
11559,13759,BMW,386.0,2610775
11559,13919,BMW,130.0,2129588
11559,14334,Nissan,131.0,3801276
16499,130,Toyota,394.0,3353981
16499,3784,Audi,186.0,3495281
6197,5041,Audi,171.0,2698981
9920,7055,LADA,203.0,584105
4677,372,Infiniti,386.0,387902
4677,12074,Daewoo,299.0,3757966
18701,7713,LADA,199.0,2731441
11369,7281,Toyota,357.0,3351274
4396,9018,BMW,190.0,2885806
13044,6441,LADA,358.0,1696601
1719,12888,Subaru,387.0,2456962
7195,338,Audi,212.0,611183
17542,9442,Daewoo,212.0,251917
10255,8364,BMW,357.0,1324578
9396,1946,Mercedez-Benz,343.0,2146836
7283,5799,Subaru,484.0,868565
7283,8943,Mercedez-Benz,287.0,2869447
13912,4502,BMW,487.0,2351404
12512,10613,LADA,349.0,1402538
1481,123,Ford,375.0,1864297
1481,722,Daewoo,292.0,3879068
1481,9747,LADA,162.0,2498429
1481,14932,Nissan,483.0,2156891
9437,120,Subaru,327.0,1438364
9437,14053,Subaru,222.0,1747171
2512,11925,LADA,109.0,3312743
11195,13626,Subaru,164.0,2088287
1502,13493,BMW,84.0,2467993
7186,810,Toyota,403.0,565625
3140,4966,BMW,368.0,1245551
437,13298,BMW,257.0,2140752
19803,6767,Daewoo,189.0,2099104
6085,3527,Audi,402.0,1442247
6085,11632,Subaru,319.0,2796752
17775,6075,Toyota,460.0,1307386
18168,14091,Ford,225.0,3520589
11400,856,Subaru,329.0,1471306
18603,10245,Toyota,452.0,1128362
2883,11903,Toyota,242.0,3531646
2883,14179,KIA,295.0,3876684
9392,1351,Ford,72.0,514333
9392,5168,BMW,346.0,2302354
9392,11037,Nissan,220.0,593008
9392,13952,KIA,332.0,3554420
6001,10253,Infiniti,248.0,2161931
4003,87,KIA,486.0,215165
4003,3384,BMW,144.0,2556570
4003,6751,LADA,165.0,3131257
5258,10072,Subaru,261.0,2387271
15034,5783,Toyota,322.0,1215838
15034,13249,Daewoo,272.0,2661518
6328,5639,Infiniti,335.0,3010774
477,2618,Mercedez-Benz,381.0,970953
3863,10901,BMW,416.0,979370
7180,4684,Nissan,423.0,3923300
18228,8088,Infiniti,429.0,1818056
18228,11444,Ford,106.0,2600834
6018,12500,Ford,391.0,733848
6974,12322,BMW,358.0,992168
5227,4793,Ford,475.0,2156383
12831,3735,LADA,242.0,3911873
19450,13583,Ford,227.0,2309576
428,925,BMW,107.0,3364868
428,14215,Subaru,414.0,1673874
10475,10552,BMW,156.0,2063068
10475,13370,Daewoo,128.0,695974
6114,5397,Subaru,372.0,2488672
11254,2562,Toyota,224.0,368982
16841,3488,LADA,354.0,1907585
10480,9560,Audi,356.0,3662286
10480,14830,Mercedez-Benz,112.0,1301026
19791,9966,Mercedez-Benz,220.0,2520449
15518,9073,Toyota,225.0,2432810
7412,3895,Daewoo,151.0,2472341
14521,7453,Nissan,152.0,943699
15588,7480,BMW,402.0,1876222
15588,8205,Ford,322.0,3880735
15588,11879,Toyota,189.0,1030827
19102,11299,Toyota,476.0,212100
19102,11642,Audi,222.0,650548
650,2435,Mercedez-Benz,123.0,570800
650,7136,Toyota,460.0,1345463
650,12206,Toyota,406.0,2892338
650,13248,Toyota,260.0,3017164
5379,5602,Toyota,415.0,1154833
7001,4611,Audi,481.0,671891
14992,5496,Subaru,126.0,2601305
15052,6868,Infiniti,385.0,2951375
15052,10867,Mercedez-Benz,395.0,2240512
15052,14373,Infiniti,331.0,1060684
17507,11378,Nissan,306.0,1568211
10563,1046,Subaru,190.0,3762135
4431,7364,BMW,278.0,1078825
18604,3871,LADA,499.0,2986329
18604,5344,KIA,274.0,390874
18604,6578,Audi,459.0,542121
18604,8551,Ford,208.0,1435402
18604,8781,Subaru,198.0,3031128
3872,7396,Audi,496.0,664511
3872,14109,Mercedez-Benz,151.0,3607706
1101,5752,BMW,327.0,3677947
1101,5809,LADA,367.0,3871485
8459,4631,Ford,304.0,1891108
17829,14096,LADA,356.0,3408546
19218,6655,Toyota,455.0,3927602
13156,4436,Ford,259.0,2994471
4456,10765,BMW,318.0,1909110
8510,5720,LADA,317.0,2011584
9213,1160,KIA,321.0,1393598
4413,9091,Daewoo,186.0,2346072
9581,14070,Ford,125.0,1986838
1371,3022,LADA,358.0,3343515
8862,7478,Daewoo,309.0,2806954
18637,2810,Infiniti,340.0,2111485
18637,10232,LADA,94.0,1624645
6423,1736,Audi,118.0,903578
6482,2066,LADA,342.0,2489508
6482,6505,Nissan,281.0,3114458
12913,657,Daewoo,104.0,2012942
16225,10767,Toyota,340.0,210241
1323,1965,Subaru,120.0,2212174
1323,10776,Ford,440.0,3586879
6321,808,Toyota,121.0,1308431
6321,6581,Daewoo,340.0,2876116
6321,13545,BMW,354.0,649813
4157,2823,Subaru,90.0,2379547
4157,2925,Audi,127.0,3628845
4129,2099,Daewoo,96.0,3324205
9511,3333,Daewoo,389.0,2361273
9511,7745,Toyota,345.0,3186596
16292,14689,Daewoo,488.0,330471
2500,5881,Mercedez-Benz,92.0,3284052
17770,10375,Infiniti,422.0,2753899
16669,2471,KIA,334.0,202055
16669,9210,Audi,401.0,758039
10772,2622,KIA,259.0,3390134
12714,3970,Subaru,91.0,2574175
5771,570,Nissan,252.0,2567227
5771,11910,Ford,351.0,1953236
8594,107,Infiniti,166.0,1265353
12593,10413,Nissan,134.0,1289771
10702,3028,Audi,192.0,3850685
16993,407,Nissan,333.0,2453777
13090,4860,Ford,363.0,2252038
2887,163,BMW,440.0,1690552
2887,9905,Daewoo,468.0,3083605
15505,12324,Ford,128.0,230101
12345,12597,LADA,102.0,3548106
4401,8232,Subaru,357.0,2768978
19598,450,Infiniti,122.0,3292307
5776,12192,Ford,170.0,2930705
8606,3308,LADA,96.0,1014535
16813,4168,KIA,173.0,2963107
16708,798,Nissan,283.0,2958332
16708,7150,Mercedez-Benz,321.0,2203514
9113,1599,Audi,117.0,3792988
16585,9085,BMW,443.0,1199268
16585,11827,Toyota,346.0,3140511
2536,5961,Daewoo,453.0,898484
10571,11793,Toyota,74.0,656071
12587,9394,Toyota,119.0,1852251
3627,2702,KIA,385.0,497429
16294,6989,Ford,404.0,1433442
19994,3912,BMW,112.0,1779804
18171,8558,KIA,185.0,3800225
588,10889,Audi,228.0,2139855
5188,2226,Toyota,421.0,1227796
7764,10296,Toyota,205.0,3866255
17664,8215,Daewoo,124.0,2702102
17478,8569,Nissan,317.0,1001182
4916,4175,KIA,389.0,1034638
4916,5179,Ford,452.0,3294977
18785,6942,Nissan,136.0,868011
372,13471,KIA,133.0,2528843
372,14802,Ford,313.0,3941605
5520,1192,LADA,240.0,3047184
5520,6601,LADA,205.0,385005
5520,12644,Mercedez-Benz,438.0,1996614
13947,1196,Mercedez-Benz,491.0,2564221
13947,6273,Mercedez-Benz,118.0,1364323
14652,308,Mercedez-Benz,451.0,738916
14652,7644,Daewoo,143.0,1629929
7883,8160,Mercedez-Benz,483.0,1163027
14166,13531,Ford,489.0,3935119
572,3968,KIA,475.0,688180
11493,9437,Toyota,210.0,2756754
11493,12740,Toyota,152.0,3003685
18202,12471,KIA,287.0,534709
17262,8110,Ford,85.0,1934110
11817,7536,Mercedez-Benz,393.0,779129
19318,7051,Infiniti,118.0,2037135
12092,7754,KIA,368.0,1192735
5129,477,Toyota,243.0,2363919
17870,4951,Audi,488.0,3741424
16429,14084,Ford,270.0,1059861
16428,436,KIA,396.0,310813
11444,7273,Ford,319.0,2336872
16425,6546,Ford,309.0,465812
14958,14285,Infiniti,409.0,1791465
18244,11057,Daewoo,216.0,1660826
701,8757,Audi,466.0,2041366
710,5681,LADA,121.0,344009
15753,4411,LADA,294.0,573116
13681,484,Daewoo,499.0,1531312
13681,540,Toyota,75.0,1877633
13681,3283,Mercedez-Benz,286.0,1170359
17920,10325,Nissan,327.0,339165
378,12659,Daewoo,177.0,3997474
3198,727,Infiniti,247.0,3048496
3198,8668,LADA,297.0,2881476
3198,13857,LADA,95.0,1388340
7272,9692,Toyota,323.0,546565
7272,11611,Subaru,424.0,454378
8425,6769,KIA,238.0,1600855
5153,3474,Ford,487.0,2347193
10957,10264,KIA,237.0,3957640
7601,14853,KIA,152.0,3487924
19200,9987,LADA,370.0,971234
6094,6597,Ford,349.0,507770
6094,14584,LADA,325.0,461993
5545,10518,Audi,383.0,2616119
13515,6768,Mercedez-Benz,271.0,3694789
13515,14515,Nissan,458.0,3130474
974,13287,Daewoo,125.0,529102
16118,12700,Ford,475.0,2219694
2748,6998,BMW,107.0,1036912
2747,11090,Mercedez-Benz,428.0,411999
3880,9144,KIA,174.0,962584
4663,8686,Subaru,70.0,1630553
3459,8121,Toyota,232.0,3727810
3459,10987,Daewoo,276.0,1278453
12264,14631,BMW,76.0,3248294
13256,7548,Subaru,319.0,2676434
13256,10699,Mercedez-Benz,141.0,3398305
17588,3555,KIA,160.0,2908279
17588,10202,Nissan,347.0,1716207
17588,13205,Audi,355.0,2858858
10439,9000,KIA,327.0,1905966
6643,14793,Toyota,342.0,641483
15950,12363,KIA,288.0,2894399
14613,1869,Daewoo,250.0,1527417
14613,6749,Daewoo,230.0,271329
8258,11155,Toyota,193.0,2137757
8258,14848,Mercedez-Benz,283.0,3513878
5330,12906,Subaru,144.0,3562825
3488,7219,Ford,180.0,3482439
624,6286,Mercedez-Benz,147.0,1825378
9955,2360,Subaru,192.0,2923510
14014,4840,Daewoo,346.0,715910
14014,12010,Infiniti,193.0,1509003
11134,11024,Mercedez-Benz,224.0,3131726
15002,1634,LADA,246.0,574120
15002,6198,Daewoo,347.0,623108
4702,7297,Audi,259.0,3355485
14052,12062,KIA,178.0,3411658
6373,7826,Nissan,464.0,2453571
17500,10061,Ford,203.0,427366
19839,6781,KIA,172.0,272618
6947,3884,Mercedez-Benz,280.0,1006654
6947,13838,BMW,371.0,2989637
6947,14359,Nissan,425.0,1711909
15042,2342,Daewoo,336.0,1662629
16771,3284,LADA,429.0,3964272
19933,10059,LADA,151.0,2617687
14105,7894,Mercedez-Benz,233.0,3782491
17617,377,Infiniti,252.0,3703475
17617,13187,Ford,255.0,2107686
7304,7327,Mercedez-Benz,71.0,2160343
16756,2920,Toyota,227.0,210058
14824,1264,Toyota,417.0,3911633
17461,8932,Subaru,300.0,208035
14999,14847,Mercedez-Benz,324.0,776817
12744,6975,LADA,96.0,2252566
19521,9182,Audi,396.0,3799944
17496,12776,Toyota,394.0,877073
10712,641,Toyota,129.0,3828435
10712,4777,Ford,93.0,551141
606,6673,LADA,126.0,915376
606,11545,LADA,445.0,2984888
2633,2566,Subaru,231.0,3430119
2633,13590,Daewoo,468.0,2336895
16743,3440,Ford,203.0,542861
16743,6173,KIA,348.0,1237459
12777,12940,Toyota,373.0,1583078
9153,1692,Subaru,233.0,280401
9071,13948,Mercedez-Benz,179.0,2284759
1501,12996,BMW,219.0,287919
11473,12864,KIA,453.0,2647981
2202,8731,LADA,222.0,3845824
2740,9016,Audi,141.0,1543698
2740,12197,Subaru,84.0,488772
13424,5906,Infiniti,468.0,1620668
6692,9883,Ford,113.0,1670457
8030,8636,Audi,226.0,952885
11512,5101,Daewoo,163.0,1502739
916,12380,Nissan,214.0,3107608
16184,3796,Daewoo,227.0,3671088
16184,3998,BMW,335.0,923153
16184,7056,Nissan,272.0,1306303
10788,4781,Subaru,419.0,805476
344,11095,Nissan,442.0,2370187
968,8560,Ford,85.0,1436402
13209,11805,Nissan,202.0,596910
10852,6005,Ford,184.0,2652008
10852,7356,BMW,399.0,2552713
10852,10272,Infiniti,130.0,647966
14895,6986,BMW,104.0,547356
19030,2490,KIA,389.0,3457727
8150,951,Toyota,191.0,1039063
13107,9061,Subaru,421.0,3935083
630,7674,KIA,137.0,2619599
346,434,Daewoo,333.0,3636969
346,10231,LADA,243.0,2667372
16866,8403,KIA,204.0,3737109
13710,5385,Daewoo,435.0,1329055
7569,682,Ford,409.0,3341537
7569,8497,KIA,347.0,3559047
7569,14214,KIA,156.0,499192
14945,1319,BMW,345.0,610026
14945,7137,Mercedez-Benz,145.0,1060249
14945,8703,Ford,224.0,2422326
14945,11667,KIA,372.0,347065
14945,11755,Daewoo,275.0,2100939
5051,3109,Nissan,361.0,867237
5051,14604,Ford,143.0,963401
5057,10381,Infiniti,221.0,3876261
12837,4780,LADA,105.0,2833981
19538,7134,LADA,384.0,3903079
19538,11585,Mercedez-Benz,290.0,1683109
19538,13579,Infiniti,137.0,1488169
767,670,BMW,247.0,1805082
767,13928,Toyota,331.0,2031055
4933,6626,BMW,314.0,3195460
7821,14731,Infiniti,85.0,2200648
6745,8143,Subaru,497.0,2873650
8748,9885,Mercedez-Benz,137.0,1858906
19204,12364,Mercedez-Benz,200.0,3344646
17277,1066,Ford,74.0,3703199
19880,398,Mercedez-Benz,312.0,3353515
7745,7405,Nissan,432.0,550900
7745,13516,Audi,359.0,2300877
15098,14916,LADA,238.0,910793
12956,7124,Toyota,443.0,3400570
9735,932,BMW,291.0,2666301
3758,10281,Subaru,221.0,1484744
3758,13878,Ford,424.0,3787970
1918,13805,Audi,91.0,316986
6265,10155,Subaru,255.0,584931
10173,9127,Nissan,88.0,2868124
10183,2885,BMW,322.0,3801878
3243,563,Ford,357.0,1857024
3243,7448,Nissan,348.0,1412406
16041,6259,Ford,468.0,3568266
5957,8373,Subaru,270.0,2391775
5811,1542,Mercedez-Benz,419.0,3454563
3834,10117,LADA,107.0,456365
19327,310,Audi,155.0,3593728
10201,8019,BMW,351.0,2532077
18653,13012,Ford,225.0,3092738
3598,3571,Toyota,360.0,567373
12576,11589,Daewoo,170.0,594676
16330,9179,KIA,202.0,3459008
16330,13163,Mercedez-Benz,175.0,3848702
2102,11896,Daewoo,233.0,1882028
1604,1871,BMW,428.0,2546146
6251,755,Nissan,150.0,2354434
6251,9803,Nissan,249.0,3638975
3572,12122,Mercedez-Benz,160.0,3170793
9840,6564,Audi,274.0,3659969
18776,7867,Mercedez-Benz,386.0,2499360
11750,12191,Daewoo,206.0,1278051
10511,8579,Audi,415.0,645790
10613,11385,Toyota,207.0,802152
18610,217,Toyota,251.0,625311
18610,3597,LADA,174.0,281408
6309,4337,Nissan,100.0,2006709
